,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
557,1074,2021/3/17,,592,6.17,438.3,25.11,121.26,-160.0,1714,18.5,MM60-6RT-300,1012.3 ,1014.9 ,1013.5 ,2021-03-17 08:55 ,1011.3 ,2021-03-17 03:35 ,17.8 ,19.5 ,2021-03-17 00:44 ,17.0 ,2021-03-17 17:09 ,17.3 ,97 ,82 ,2021-03-17 00:01 ,4.4 ,40 ,9.7 ,40 ,2021-03-17 20:55 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,6.05 ,1.1 ,-0.2 ,3 ,2021-03-17 12:00 ,10.0 
558,1078,2021/3/18,,720,7.02,498.6,25.03,121.08,-95.0,1950,17.2,MM60-6RT-300,1012.0 ,1014.6 ,1013.9 ,2021-03-18 09:05 ,1010.1 ,2021-03-18 16:36 ,17.2 ,18.0 ,2021-03-18 13:24 ,16.5 ,2021-03-18 05:03 ,17.1 ,100 ,97 ,2021-03-18 15:05 ,3.6 ,40 ,8.3 ,20 ,2021-03-18 00:42 ,T ,1.9 ,T ,2021-03-18 01:05 ,T ,2021-03-18 01:05 ,0.0 ,0.0 ,7.09 ,0.7 ,-0.7 ,3 ,2021-03-18 12:00 ,10.0 
559,1079,2021/3/18,,535,7.02,283.2,24.98,121.03,-31.0,1950,17.8,SEC-6M-60A-295,1012.0 ,1014.6 ,1013.9 ,2021-03-18 09:05 ,1010.1 ,2021-03-18 16:36 ,17.2 ,18.0 ,2021-03-18 13:24 ,16.5 ,2021-03-18 05:03 ,17.1 ,100 ,97 ,2021-03-18 15:05 ,3.6 ,40 ,8.3 ,20 ,2021-03-18 00:42 ,T ,1.9 ,T ,2021-03-18 01:05 ,T ,2021-03-18 01:05 ,0.0 ,0.0 ,7.09 ,0.7 ,-0.7 ,3 ,2021-03-18 12:00 ,10.0 
560,1080,2021/3/18,,937,7.29,499.8,25.11,121.26,22.0,2025,18.1,MM60-6RT-300,1012.0 ,1014.6 ,1013.9 ,2021-03-18 09:05 ,1010.1 ,2021-03-18 16:36 ,17.2 ,18.0 ,2021-03-18 13:24 ,16.5 ,2021-03-18 05:03 ,17.1 ,100 ,97 ,2021-03-18 15:05 ,3.6 ,40 ,8.3 ,20 ,2021-03-18 00:42 ,T ,1.9 ,T ,2021-03-18 01:05 ,T ,2021-03-18 01:05 ,0.0 ,0.0 ,7.09 ,0.7 ,-0.7 ,3 ,2021-03-18 12:00 ,10.0 
561,1081,2021/3/18,,729,7.29,438.3,25.11,121.26,-160.0,2025,18.1,MM60-6RT-300,1012.0 ,1014.6 ,1013.9 ,2021-03-18 09:05 ,1010.1 ,2021-03-18 16:36 ,17.2 ,18.0 ,2021-03-18 13:24 ,16.5 ,2021-03-18 05:03 ,17.1 ,100 ,97 ,2021-03-18 15:05 ,3.6 ,40 ,8.3 ,20 ,2021-03-18 00:42 ,T ,1.9 ,T ,2021-03-18 01:05 ,T ,2021-03-18 01:05 ,0.0 ,0.0 ,7.09 ,0.7 ,-0.7 ,3 ,2021-03-18 12:00 ,10.0 
562,1082,2021/3/19,,1431,11.64,498.6,25.03,121.08,-95.0,3233,18.9,MM60-6RT-300,1010.4 ,1013.0 ,1012.4 ,2021-03-19 08:52 ,1008.4 ,2021-03-19 16:12 ,18.9 ,22.0 ,2021-03-19 21:07 ,16.7 ,2021-03-19 06:07 ,18.0 ,95 ,84 ,2021-03-19 15:06 ,1.6 ,160 ,5.7 ,310 ,2021-03-19 23:58 ,T ,0.9 ,T ,2021-03-19 00:19 ,T ,2021-03-19 00:19 ,3.2 ,26.6 ,12.83 ,4.1 ,1.5 ,6 ,2021-03-19 14:00 ,7.0 
563,1083,2021/3/19,,865,11.64,283.2,24.98,121.03,-31.0,3233,19.5,SEC-6M-60A-295,1010.4 ,1013.0 ,1012.4 ,2021-03-19 08:52 ,1008.4 ,2021-03-19 16:12 ,18.9 ,22.0 ,2021-03-19 21:07 ,16.7 ,2021-03-19 06:07 ,18.0 ,95 ,84 ,2021-03-19 15:06 ,1.6 ,160 ,5.7 ,310 ,2021-03-19 23:58 ,T ,0.9 ,T ,2021-03-19 00:19 ,T ,2021-03-19 00:19 ,3.2 ,26.6 ,12.83 ,4.1 ,1.5 ,6 ,2021-03-19 14:00 ,7.0 
564,1084,2021/3/19,,1408,12.63,499.8,25.11,121.26,22.0,3508,20.3,MM60-6RT-300,1010.4 ,1013.0 ,1012.4 ,2021-03-19 08:52 ,1008.4 ,2021-03-19 16:12 ,18.9 ,22.0 ,2021-03-19 21:07 ,16.7 ,2021-03-19 06:07 ,18.0 ,95 ,84 ,2021-03-19 15:06 ,1.6 ,160 ,5.7 ,310 ,2021-03-19 23:58 ,T ,0.9 ,T ,2021-03-19 00:19 ,T ,2021-03-19 00:19 ,3.2 ,26.6 ,12.83 ,4.1 ,1.5 ,6 ,2021-03-19 14:00 ,7.0 
565,1085,2021/3/19,,1087,12.63,438.3,25.11,121.26,-160.0,3508,20.3,MM60-6RT-300,1010.4 ,1013.0 ,1012.4 ,2021-03-19 08:52 ,1008.4 ,2021-03-19 16:12 ,18.9 ,22.0 ,2021-03-19 21:07 ,16.7 ,2021-03-19 06:07 ,18.0 ,95 ,84 ,2021-03-19 15:06 ,1.6 ,160 ,5.7 ,310 ,2021-03-19 23:58 ,T ,0.9 ,T ,2021-03-19 00:19 ,T ,2021-03-19 00:19 ,3.2 ,26.6 ,12.83 ,4.1 ,1.5 ,6 ,2021-03-19 14:00 ,7.0 
566,1086,2021/3/20,,1634,14.3,498.6,25.03,121.08,-95.0,3972,18.3,MM60-6RT-300,1009.6 ,1012.2 ,1011.5 ,2021-03-20 23:26 ,1008.0 ,2021-03-20 14:15 ,18.3 ,21.5 ,2021-03-20 12:26 ,16.5 ,2021-03-20 04:30 ,17.7 ,96 ,83 ,2021-03-20 15:02 ,3.3 ,50 ,13.8 ,50 ,2021-03-20 23:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,30.7 ,14.46 ,4.7 ,-3.4 ,7 ,2021-03-20 13:00 ,7.8 
567,1087,2021/3/20,,949,14.3,283.2,24.98,121.03,-31.0,3972,18.9,SEC-6M-60A-295,1009.6 ,1012.2 ,1011.5 ,2021-03-20 23:26 ,1008.0 ,2021-03-20 14:15 ,18.3 ,21.5 ,2021-03-20 12:26 ,16.5 ,2021-03-20 04:30 ,17.7 ,96 ,83 ,2021-03-20 15:02 ,3.3 ,50 ,13.8 ,50 ,2021-03-20 23:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,30.7 ,14.46 ,4.7 ,-3.4 ,7 ,2021-03-20 13:00 ,7.8 
568,1088,2021/3/20,,1655,14.09,499.8,25.11,121.26,22.0,3914,19.4,MM60-6RT-300,1009.6 ,1012.2 ,1011.5 ,2021-03-20 23:26 ,1008.0 ,2021-03-20 14:15 ,18.3 ,21.5 ,2021-03-20 12:26 ,16.5 ,2021-03-20 04:30 ,17.7 ,96 ,83 ,2021-03-20 15:02 ,3.3 ,50 ,13.8 ,50 ,2021-03-20 23:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,30.7 ,14.46 ,4.7 ,-3.4 ,7 ,2021-03-20 13:00 ,7.8 
569,1089,2021/3/20,,1289,14.09,438.3,25.11,121.26,-160.0,3914,19.4,MM60-6RT-300,1009.6 ,1012.2 ,1011.5 ,2021-03-20 23:26 ,1008.0 ,2021-03-20 14:15 ,18.3 ,21.5 ,2021-03-20 12:26 ,16.5 ,2021-03-20 04:30 ,17.7 ,96 ,83 ,2021-03-20 15:02 ,3.3 ,50 ,13.8 ,50 ,2021-03-20 23:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.7 ,30.7 ,14.46 ,4.7 ,-3.4 ,7 ,2021-03-20 13:00 ,7.8 
570,1093,2021/3/21,,249,3.48,283.2,24.98,121.03,-31.0,967,14.9,SEC-6M-60A-295,1016.6 ,1019.2 ,1021.2 ,2021-03-21 23:07 ,1010.7 ,2021-03-21 01:10 ,15.0 ,17.6 ,2021-03-21 00:08 ,13.7 ,2021-03-21 19:06 ,11.8 ,82 ,66 ,2021-03-21 20:50 ,10.4 ,40 ,24.9 ,50 ,2021-03-21 21:38 ,T ,1.8 ,T ,2021-03-21 04:01 ,T ,2021-03-21 04:01 ,0.0 ,0.0 ,3.15 ,4.7 ,-1.7 ,2 ,2021-03-21 10:00 ,10.0 
571,1094,2021/3/21,,364,3.48,498.6,25.03,121.08,-95.0,967,15.0,MM60-6RT-300,1016.6 ,1019.2 ,1021.2 ,2021-03-21 23:07 ,1010.7 ,2021-03-21 01:10 ,15.0 ,17.6 ,2021-03-21 00:08 ,13.7 ,2021-03-21 19:06 ,11.8 ,82 ,66 ,2021-03-21 20:50 ,10.4 ,40 ,24.9 ,50 ,2021-03-21 21:38 ,T ,1.8 ,T ,2021-03-21 04:01 ,T ,2021-03-21 04:01 ,0.0 ,0.0 ,3.15 ,4.7 ,-1.7 ,2 ,2021-03-21 10:00 ,10.0 
572,1095,2021/3/21,,249,2.04,499.8,25.11,121.26,22.0,567,15.4,MM60-6RT-300,1016.6 ,1019.2 ,1021.2 ,2021-03-21 23:07 ,1010.7 ,2021-03-21 01:10 ,15.0 ,17.6 ,2021-03-21 00:08 ,13.7 ,2021-03-21 19:06 ,11.8 ,82 ,66 ,2021-03-21 20:50 ,10.4 ,40 ,24.9 ,50 ,2021-03-21 21:38 ,T ,1.8 ,T ,2021-03-21 04:01 ,T ,2021-03-21 04:01 ,0.0 ,0.0 ,3.15 ,4.7 ,-1.7 ,2 ,2021-03-21 10:00 ,10.0 
573,1096,2021/3/21,,183,2.04,438.3,25.11,121.26,-160.0,567,15.4,MM60-6RT-300,1016.6 ,1019.2 ,1021.2 ,2021-03-21 23:07 ,1010.7 ,2021-03-21 01:10 ,15.0 ,17.6 ,2021-03-21 00:08 ,13.7 ,2021-03-21 19:06 ,11.8 ,82 ,66 ,2021-03-21 20:50 ,10.4 ,40 ,24.9 ,50 ,2021-03-21 21:38 ,T ,1.8 ,T ,2021-03-21 04:01 ,T ,2021-03-21 04:01 ,0.0 ,0.0 ,3.15 ,4.7 ,-1.7 ,2 ,2021-03-21 10:00 ,10.0 
574,1100,2021/3/22,,81,1.02,283.2,24.98,121.03,-31.0,283,12.0,SEC-6M-60A-295,1021.9 ,1024.5 ,1023.8 ,2021-03-22 09:54 ,1020.1 ,2021-03-22 02:24 ,12.6 ,14.5 ,2021-03-22 22:02 ,10.7 ,2021-03-22 11:28 ,9.7 ,83 ,66 ,2021-03-22 21:53 ,8.4 ,50 ,20.7 ,50 ,2021-03-22 02:56 ,4.0 ,10.5 ,0.5 ,2021-03-22 01:19 ,0.5 ,2021-03-22 01:19 ,0.0 ,0.0 ,0.97 ,5.9 ,-1.1 ,1 ,2021-03-22 15:00 ,9.7 
575,1101,2021/3/22,,111,1.02,498.6,25.03,121.08,-95.0,283,12.6,MM60-6RT-300,1021.9 ,1024.5 ,1023.8 ,2021-03-22 09:54 ,1020.1 ,2021-03-22 02:24 ,12.6 ,14.5 ,2021-03-22 22:02 ,10.7 ,2021-03-22 11:28 ,9.7 ,83 ,66 ,2021-03-22 21:53 ,8.4 ,50 ,20.7 ,50 ,2021-03-22 02:56 ,4.0 ,10.5 ,0.5 ,2021-03-22 01:19 ,0.5 ,2021-03-22 01:19 ,0.0 ,0.0 ,0.97 ,5.9 ,-1.1 ,1 ,2021-03-22 15:00 ,9.7 
576,1102,2021/3/22,,107,0.68,499.8,25.11,121.26,22.0,189,12.7,MM60-6RT-300,1021.9 ,1024.5 ,1023.8 ,2021-03-22 09:54 ,1020.1 ,2021-03-22 02:24 ,12.6 ,14.5 ,2021-03-22 22:02 ,10.7 ,2021-03-22 11:28 ,9.7 ,83 ,66 ,2021-03-22 21:53 ,8.4 ,50 ,20.7 ,50 ,2021-03-22 02:56 ,4.0 ,10.5 ,0.5 ,2021-03-22 01:19 ,0.5 ,2021-03-22 01:19 ,0.0 ,0.0 ,0.97 ,5.9 ,-1.1 ,1 ,2021-03-22 15:00 ,9.7 
577,1103,2021/3/22,,77,0.68,438.3,25.11,121.26,-160.0,189,12.7,MM60-6RT-300,1021.9 ,1024.5 ,1023.8 ,2021-03-22 09:54 ,1020.1 ,2021-03-22 02:24 ,12.6 ,14.5 ,2021-03-22 22:02 ,10.7 ,2021-03-22 11:28 ,9.7 ,83 ,66 ,2021-03-22 21:53 ,8.4 ,50 ,20.7 ,50 ,2021-03-22 02:56 ,4.0 ,10.5 ,0.5 ,2021-03-22 01:19 ,0.5 ,2021-03-22 01:19 ,0.0 ,0.0 ,0.97 ,5.9 ,-1.1 ,1 ,2021-03-22 15:00 ,9.7 
578,1107,2021/3/23,,219,2.7,283.2,24.98,121.03,-31.0,750,15.7,SEC-6M-60A-295,1017.4 ,1020.0 ,1020.7 ,2021-03-23 00:01 ,1014.4 ,2021-03-23 15:12 ,16.1 ,18.9 ,2021-03-23 15:24 ,14.3 ,2021-03-23 00:01 ,12.1 ,78 ,64 ,2021-03-23 03:58 ,4.7 ,60 ,18.0 ,40 ,2021-03-23 00:05 ,5.5 ,5.9 ,2.0 ,2021-03-23 23:40 ,4.0 ,2021-03-23 22:57 ,0.1 ,0.8 ,2.87 ,19.0 ,-2.0 ,2 ,2021-03-23 14:00 ,9.3 
579,1108,2021/3/23,,355,2.7,498.6,25.03,121.08,-95.0,750,16.1,MM60-6RT-300,1017.4 ,1020.0 ,1020.7 ,2021-03-23 00:01 ,1014.4 ,2021-03-23 15:12 ,16.1 ,18.9 ,2021-03-23 15:24 ,14.3 ,2021-03-23 00:01 ,12.1 ,78 ,64 ,2021-03-23 03:58 ,4.7 ,60 ,18.0 ,40 ,2021-03-23 00:05 ,5.5 ,5.9 ,2.0 ,2021-03-23 23:40 ,4.0 ,2021-03-23 22:57 ,0.1 ,0.8 ,2.87 ,19.0 ,-2.0 ,2 ,2021-03-23 14:00 ,9.3 
580,1111,2021/3/23,,355,2.75,499.8,25.11,121.26,22.0,764,17.4,MM60-6RT-300,1017.4 ,1020.0 ,1020.7 ,2021-03-23 00:01 ,1014.4 ,2021-03-23 15:12 ,16.1 ,18.9 ,2021-03-23 15:24 ,14.3 ,2021-03-23 00:01 ,12.1 ,78 ,64 ,2021-03-23 03:58 ,4.7 ,60 ,18.0 ,40 ,2021-03-23 00:05 ,5.5 ,5.9 ,2.0 ,2021-03-23 23:40 ,4.0 ,2021-03-23 22:57 ,0.1 ,0.8 ,2.87 ,19.0 ,-2.0 ,2 ,2021-03-23 14:00 ,9.3 
581,1112,2021/3/23,,255,2.75,438.3,25.11,121.26,-160.0,764,17.4,MM60-6RT-300,1017.4 ,1020.0 ,1020.7 ,2021-03-23 00:01 ,1014.4 ,2021-03-23 15:12 ,16.1 ,18.9 ,2021-03-23 15:24 ,14.3 ,2021-03-23 00:01 ,12.1 ,78 ,64 ,2021-03-23 03:58 ,4.7 ,60 ,18.0 ,40 ,2021-03-23 00:05 ,5.5 ,5.9 ,2.0 ,2021-03-23 23:40 ,4.0 ,2021-03-23 22:57 ,0.1 ,0.8 ,2.87 ,19.0 ,-2.0 ,2 ,2021-03-23 14:00 ,9.3 
582,1114,2021/3/24,,465,5.48,283.2,24.98,121.03,-31.0,1522,15.1,SEC-6M-60A-295,1015.1 ,1017.7 ,1017.6 ,2021-03-24 09:43 ,1013.5 ,2021-03-24 03:22 ,15.4 ,18.6 ,2021-03-24 15:31 ,13.6 ,2021-03-24 11:30 ,13.3 ,88 ,55 ,2021-03-24 15:27 ,2.4 ,320 ,8.8 ,320 ,2021-03-24 02:47 ,31.0 ,10.9 ,3.0 ,2021-03-24 04:57 ,5.5 ,2021-03-24 00:04 ,1.6 ,13.2 ,6.99 ,13.2 ,-1.8 ,5 ,2021-03-24 15:00 ,8.0 
583,1115,2021/3/24,,846,4.32,499.8,25.11,121.26,22.0,1200,15.3,MM60-6RT-300,1015.1 ,1017.7 ,1017.6 ,2021-03-24 09:43 ,1013.5 ,2021-03-24 03:22 ,15.4 ,18.6 ,2021-03-24 15:31 ,13.6 ,2021-03-24 11:30 ,13.3 ,88 ,55 ,2021-03-24 15:27 ,2.4 ,320 ,8.8 ,320 ,2021-03-24 02:47 ,31.0 ,10.9 ,3.0 ,2021-03-24 04:57 ,5.5 ,2021-03-24 00:04 ,1.6 ,13.2 ,6.99 ,13.2 ,-1.8 ,5 ,2021-03-24 15:00 ,8.0 
584,1116,2021/3/24,,677,4.32,438.3,25.11,121.26,-160.0,1200,15.3,MM60-6RT-300,1015.1 ,1017.7 ,1017.6 ,2021-03-24 09:43 ,1013.5 ,2021-03-24 03:22 ,15.4 ,18.6 ,2021-03-24 15:31 ,13.6 ,2021-03-24 11:30 ,13.3 ,88 ,55 ,2021-03-24 15:27 ,2.4 ,320 ,8.8 ,320 ,2021-03-24 02:47 ,31.0 ,10.9 ,3.0 ,2021-03-24 04:57 ,5.5 ,2021-03-24 00:04 ,1.6 ,13.2 ,6.99 ,13.2 ,-1.8 ,5 ,2021-03-24 15:00 ,8.0 
585,1117,2021/3/24,,856,5.48,498.6,25.03,121.08,-95.0,1522,15.4,MM60-6RT-300,1015.1 ,1017.7 ,1017.6 ,2021-03-24 09:43 ,1013.5 ,2021-03-24 03:22 ,15.4 ,18.6 ,2021-03-24 15:31 ,13.6 ,2021-03-24 11:30 ,13.3 ,88 ,55 ,2021-03-24 15:27 ,2.4 ,320 ,8.8 ,320 ,2021-03-24 02:47 ,31.0 ,10.9 ,3.0 ,2021-03-24 04:57 ,5.5 ,2021-03-24 00:04 ,1.6 ,13.2 ,6.99 ,13.2 ,-1.8 ,5 ,2021-03-24 15:00 ,8.0 
586,1121,2021/3/25,,752,16.65,499.8,25.11,121.26,22.0,4625,15.5,MM60-6RT-300,1016.1 ,1018.7 ,1018.9 ,2021-03-25 09:57 ,1014.3 ,2021-03-25 23:56 ,15.8 ,18.4 ,2021-03-25 13:57 ,12.1 ,2021-03-25 03:14 ,13.5 ,86 ,72 ,2021-03-25 00:06 ,5.7 ,40 ,15.5 ,40 ,2021-03-25 17:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,7.4 ,11.03 ,20.3 ,1.1 ,7 ,2021-03-25 14:00 ,7.8 
587,1122,2021/3/25,,608,16.65,438.3,25.11,121.26,-160.0,4625,15.5,MM60-6RT-300,1016.1 ,1018.7 ,1018.9 ,2021-03-25 09:57 ,1014.3 ,2021-03-25 23:56 ,15.8 ,18.4 ,2021-03-25 13:57 ,12.1 ,2021-03-25 03:14 ,13.5 ,86 ,72 ,2021-03-25 00:06 ,5.7 ,40 ,15.5 ,40 ,2021-03-25 17:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,7.4 ,11.03 ,20.3 ,1.1 ,7 ,2021-03-25 14:00 ,7.8 
588,1123,2021/3/25,,1222,16.26,498.6,25.03,121.08,-95.0,4517,15.8,MM60-6RT-300,1016.1 ,1018.7 ,1018.9 ,2021-03-25 09:57 ,1014.3 ,2021-03-25 23:56 ,15.8 ,18.4 ,2021-03-25 13:57 ,12.1 ,2021-03-25 03:14 ,13.5 ,86 ,72 ,2021-03-25 00:06 ,5.7 ,40 ,15.5 ,40 ,2021-03-25 17:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,7.4 ,11.03 ,20.3 ,1.1 ,7 ,2021-03-25 14:00 ,7.8 
589,1124,2021/3/25,,863,16.26,283.2,24.98,121.03,-31.0,4517,16.4,SEC-6M-60A-295,1016.1 ,1018.7 ,1018.9 ,2021-03-25 09:57 ,1014.3 ,2021-03-25 23:56 ,15.8 ,18.4 ,2021-03-25 13:57 ,12.1 ,2021-03-25 03:14 ,13.5 ,86 ,72 ,2021-03-25 00:06 ,5.7 ,40 ,15.5 ,40 ,2021-03-25 17:25 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,7.4 ,11.03 ,20.3 ,1.1 ,7 ,2021-03-25 14:00 ,7.8 
590,1128,2021/3/26,,1551,19.08,498.6,25.03,121.08,-95.0,5300,18.3,MM60-6RT-300,1013.2 ,1015.7 ,1015.8 ,2021-03-26 09:54 ,1011.5 ,2021-03-26 17:29 ,18.3 ,20.7 ,2021-03-26 13:03 ,17.0 ,2021-03-26 21:54 ,17.4 ,95 ,87 ,2021-03-26 13:05 ,4.1 ,40 ,12.8 ,40 ,2021-03-26 04:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,20.5 ,13.98 ,9.3 ,2.1 ,8 ,2021-03-26 13:00 ,7.8 
591,1129,2021/3/26,,1690,22.8,499.8,25.11,121.26,22.0,6333,19.2,MM60-6RT-300,1013.2 ,1015.7 ,1015.8 ,2021-03-26 09:54 ,1011.5 ,2021-03-26 17:29 ,18.3 ,20.7 ,2021-03-26 13:03 ,17.0 ,2021-03-26 21:54 ,17.4 ,95 ,87 ,2021-03-26 13:05 ,4.1 ,40 ,12.8 ,40 ,2021-03-26 04:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,20.5 ,13.98 ,9.3 ,2.1 ,8 ,2021-03-26 13:00 ,7.8 
592,1130,2021/3/26,,1408,22.8,438.3,25.11,121.26,-160.0,6333,19.2,MM60-6RT-300,1013.2 ,1015.7 ,1015.8 ,2021-03-26 09:54 ,1011.5 ,2021-03-26 17:29 ,18.3 ,20.7 ,2021-03-26 13:03 ,17.0 ,2021-03-26 21:54 ,17.4 ,95 ,87 ,2021-03-26 13:05 ,4.1 ,40 ,12.8 ,40 ,2021-03-26 04:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,20.5 ,13.98 ,9.3 ,2.1 ,8 ,2021-03-26 13:00 ,7.8 
593,1131,2021/3/26,,1111,19.08,283.2,24.98,121.03,-31.0,5300,19.2,SEC-6M-60A-295,1013.2 ,1015.7 ,1015.8 ,2021-03-26 09:54 ,1011.5 ,2021-03-26 17:29 ,18.3 ,20.7 ,2021-03-26 13:03 ,17.0 ,2021-03-26 21:54 ,17.4 ,95 ,87 ,2021-03-26 13:05 ,4.1 ,40 ,12.8 ,40 ,2021-03-26 04:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,20.5 ,13.98 ,9.3 ,2.1 ,8 ,2021-03-26 13:00 ,7.8 
594,1135,2021/3/27,,2326,21.74,498.6,25.03,121.08,-95.0,6039,20.7,MM60-6RT-300,1009.4 ,1011.9 ,1012.3 ,2021-03-27 00:01 ,1006.5 ,2021-03-27 16:46 ,20.7 ,24.2 ,2021-03-27 11:55 ,17.4 ,2021-03-27 05:43 ,18.1 ,86 ,61 ,2021-03-27 12:29 ,2.8 ,240 ,10.2 ,240 ,2021-03-27 13:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,71.1 ,20.70 ,10.4 ,3.5 ,10 ,2021-03-27 13:00 ,3.8 
595,1136,2021/3/27,,1341,21.74,283.2,24.98,121.03,-31.0,6039,21.2,SEC-6M-60A-295,1009.4 ,1011.9 ,1012.3 ,2021-03-27 00:01 ,1006.5 ,2021-03-27 16:46 ,20.7 ,24.2 ,2021-03-27 11:55 ,17.4 ,2021-03-27 05:43 ,18.1 ,86 ,61 ,2021-03-27 12:29 ,2.8 ,240 ,10.2 ,240 ,2021-03-27 13:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,71.1 ,20.70 ,10.4 ,3.5 ,10 ,2021-03-27 13:00 ,3.8 
596,1137,2021/3/27,,2413,21.59,499.8,25.11,121.26,22.0,5997,22.5,MM60-6RT-300,1009.4 ,1011.9 ,1012.3 ,2021-03-27 00:01 ,1006.5 ,2021-03-27 16:46 ,20.7 ,24.2 ,2021-03-27 11:55 ,17.4 ,2021-03-27 05:43 ,18.1 ,86 ,61 ,2021-03-27 12:29 ,2.8 ,240 ,10.2 ,240 ,2021-03-27 13:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,71.1 ,20.70 ,10.4 ,3.5 ,10 ,2021-03-27 13:00 ,3.8 
597,1138,2021/3/27,,2031,21.59,438.3,25.11,121.26,-160.0,5997,22.5,MM60-6RT-300,1009.4 ,1011.9 ,1012.3 ,2021-03-27 00:01 ,1006.5 ,2021-03-27 16:46 ,20.7 ,24.2 ,2021-03-27 11:55 ,17.4 ,2021-03-27 05:43 ,18.1 ,86 ,61 ,2021-03-27 12:29 ,2.8 ,240 ,10.2 ,240 ,2021-03-27 13:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,71.1 ,20.70 ,10.4 ,3.5 ,10 ,2021-03-27 13:00 ,3.8 
598,1142,2021/3/28,,2053,19.32,498.6,25.03,121.08,-95.0,5367,22.6,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-03-28 22:10 ,1005.3 ,2021-03-28 17:25 ,22.6 ,25.8 ,2021-03-28 10:34 ,19.8 ,2021-03-28 22:57 ,20.5 ,89 ,77 ,2021-03-28 08:36 ,3.7 ,230 ,11.7 ,240 ,2021-03-28 09:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.4 ,60.4 ,18.76 ,12.5 ,-4.3 ,9 ,2021-03-28 12:00 ,4.7 
599,1143,2021/3/28,,1229,19.32,283.2,24.98,121.03,-31.0,5367,22.9,SEC-6M-60A-295,1006.4 ,1008.9 ,1007.6 ,2021-03-28 22:10 ,1005.3 ,2021-03-28 17:25 ,22.6 ,25.8 ,2021-03-28 10:34 ,19.8 ,2021-03-28 22:57 ,20.5 ,89 ,77 ,2021-03-28 08:36 ,3.7 ,230 ,11.7 ,240 ,2021-03-28 09:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.4 ,60.4 ,18.76 ,12.5 ,-4.3 ,9 ,2021-03-28 12:00 ,4.7 
600,1144,2021/3/28,,1991,17.29,499.8,25.11,121.26,22.0,4803,23.4,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-03-28 22:10 ,1005.3 ,2021-03-28 17:25 ,22.6 ,25.8 ,2021-03-28 10:34 ,19.8 ,2021-03-28 22:57 ,20.5 ,89 ,77 ,2021-03-28 08:36 ,3.7 ,230 ,11.7 ,240 ,2021-03-28 09:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.4 ,60.4 ,18.76 ,12.5 ,-4.3 ,9 ,2021-03-28 12:00 ,4.7 
601,1145,2021/3/28,,1655,17.29,438.3,25.11,121.26,-160.0,4803,23.4,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-03-28 22:10 ,1005.3 ,2021-03-28 17:25 ,22.6 ,25.8 ,2021-03-28 10:34 ,19.8 ,2021-03-28 22:57 ,20.5 ,89 ,77 ,2021-03-28 08:36 ,3.7 ,230 ,11.7 ,240 ,2021-03-28 09:53 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.4 ,60.4 ,18.76 ,12.5 ,-4.3 ,9 ,2021-03-28 12:00 ,4.7 
